UNIXTimestamp,AirTemperatureCelsius,Air Pressure (hPa),Wind Speed (km/h),Wind Direction (°),Humidity (%),Cloud Coverage (%),Precipitation (mm)
1672588664,4.813642784601312,1010.2674872958795,31.71256324427554,144.26384310816883,96.84047925724398,59.46992365541993,0.0
1672596652,0.61308530002093,1013.0965002893115,21.18488147494071,169.90985822944268,88.10304637224525,80.65533524172602,1.8312180309798698
1672613978,-0.3235681612266619,1011.1624299921818,34.90275130895644,169.50645874828305,90.39410947605438,78.22508935484694,5.44926496529606
1672628134,2.294558173877172,1018.6433992101613,13.89375142226737,191.8842610356095,87.32110428418014,63.13063372968565,0.0
1672643349,11.02215116989407,1021.0420992717474,14.358794864766923,163.49393266760706,71.10649502205571,55.30144872497502,0.0
1672664192,8.379179319557238,1015.6829270984704,12.756344836382745,183.96070482565085,84.19841164723974,74.2359502780996,6.331533477883809
1672682335,2.779852259882796,1010.3203030409119,26.207176324731943,182.20498399662094,95.08112158950715,60.16797098057956,0.0
1672686860,-3.5376811304297977,1010.6073335783202,34.231140573493974,207.17263594991323,83.71494154055196,53.94415105825466,0.0
1672752723,4.960550114246978,1016.9701154274683,34.054008452397625,193.47182900757093,86.88174645297083,73.25677902644492,4.508882038494536
1672773503,-1.4207571544084083,1010.8543960947844,15.645004190999332,180.58096895880078,97.90973948512818,69.09940828898142,0.0
1672777381,0.5042494896981939,1014.0011237726895,37.61015260608875,181.1684307166445,88.29542232788306,59.83605992141955,0.0
1672786400,-0.3351213026070091,1014.4690008971579,20.839098755425375,208.75773047924488,95.47601909667104,55.64251090740042,0.0
1672838496,9.23329098910835,1012.5507795988675,37.975843506379235,205.23216405830186,90.21461668084888,98.33276086892701,0.11507055859843685
1672853913,1.65584257403389,1008.5994920131184,32.23908781322579,182.93584615432692,82.6134791810872,55.44694506381649,0.0
1672854400,2.2850314147261406,1006.9984681930465,35.63830646128082,194.45792617105712,92.77553851659414,89.7062027691349,5.533112050439692
1672900034,11.956525893104393,1020.5270088517417,34.476776758543345,197.10261923055097,85.12330622263295,78.11825836895149,7.568825007355708
1672941804,0.9275779450264495,1010.2985414105821,22.997342283710985,192.347238221761,88.37316990074206,83.10974293519027,0.8184855896718513
1672977539,5.896351108697905,1017.4596454738337,2.181658829970509,198.9940906600037,95.22546707687991,95.65140625300917,5.09343184387943
1672985735,6.207698915991852,1017.6900398556446,18.70303333968466,176.02256036213606,90.3464282744259,96.0469418724023,0.9219251497870173
1672989340,8.920315032159543,1023.1629058320246,19.670788703639047,194.62773946934354,82.58568866723354,84.65030557021053,7.9183126356522155
1673010689,6.196497919505675,1013.8134975206175,17.385577002902508,213.80125192129523,82.51386328498143,75.20745314310697,3.547499248133671
1673057183,3.857345312112298,1014.3104499312769,9.7930810602048,187.2736701235096,89.50276431654946,85.87395495561238,4.124009829292591
1673103612,6.970864467796675,1006.9300833018756,30.184114325576193,204.23476910411694,83.60172330279534,97.697563656001,2.732462760983444
1673128564,4.320797269803511,1011.0503170081724,16.99186702021842,197.61243201010038,83.95682346715286,85.3114696770142,0.676773300359953
1673235028,8.354955801801434,1021.7398992556226,9.763510970453423,210.42800908535926,80.21641584276021,85.10017361530262,0.7028559049522543
1673298650,-3.2847940761030645,1008.8008113628912,37.05844937913881,203.46927099565005,95.31545576006263,60.05460502720424,0.0
1673361968,5.612051296493882,1012.5255182270243,25.701793642253264,195.83703211371207,88.20582289822606,98.24015177152111,5.874301704059352
1673392663,3.745348629920922,1010.9020668447363,19.076174818446646,184.33127592870892,94.06891028531622,73.89051095993064,4.29465364847255
1673425957,8.688190489384658,1022.4346645876727,23.53690775212513,180.74525882985586,88.55745111852968,88.49185028613769,1.222049577537806
